lat,lon,pml_0,aal_0,pml_45,aal_45,pml_50,aal_50,pml_52,aal_52,ins_52,risk_52,pml_60,aal_60,ins_60,risk_60,pml_70,aal_70,ins_70,risk_70,pml_77,aal_77,ins_77,risk_77,gc_check
35.3,-117.4,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,-118.3,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,-119.2,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,-120.1,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-118.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-119.2,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-120.1,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.2,-121.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
