lat,lon,pml_0,aal_0,pml_45,aal_45,pml_50,aal_50,pml_52,aal_52,ins_52,risk_52,pml_60,aal_60,ins_60,risk_60,pml_70,aal_70,ins_70,risk_70,pml_77,aal_77,ins_77,risk_77,gc_check
34.4,-109.3,0.1,0.0008996233502222644,0.08,0.0008996233502222644,0.07,0.0008996233502222644,0.056176480313879174,0.0008996233502222644,0.449038,0.460224,0.03858384590953268,0.0006997070501728723,0.308414,0.357952,0.009595982402370818,0.0004997907501234802,0.076704,0.25568,0.0009995815002469604,0.0002998744500740881,0.00799,0.153408,3.54348
34.4,-110.2,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.005197823801284194,0.0,2.659072,0.0,0.004498116751111322,0.0,2.30112,0.0,0.0029987445007408813,0.0,1.53408,0.0,0.002099121150518617,0.0,1.073856,0.0
34.4,-111.1,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.007296944951802811,0.0,3.732928,0.0,0.006397321601580547,0.0,3.272704,0.0,0.004198242301037234,0.0,2.147712,0.0,0.0028987863507161852,0.0,1.482944,0.0
34.4,-112.0,0.0,0.01,0.0,0.0046980330511607145,0.0,0.0046980330511607145,0.0,0.0046980330511607145,0.0,2.403392,0.0,0.003998326000987842,0.0,2.04544,0.0,0.002598911900642097,0.0,1.329536,0.0,0.0017992467004445288,0.0,0.920448,0.0
34.4,-112.9,0.38,0.0023989956005927046,0.28,0.0023989956005927046,0.26,0.0023989956005927046,0.2247059212555167,0.0023989956005927046,1.796152,1.227264,0.16563065459092136,0.0018992048504692248,1.323943,0.971584,0.07186990986775646,0.0011994978002963523,0.574481,0.613632,0.03948346925975494,0.0007996652001975683,0.315605,0.409088,15.21126
34.4,-113.8,0.18,0.0014993722503704406,0.15,0.0014993722503704406,0.13,0.0014993722503704406,0.1036566015756098,0.0014993722503704406,0.828563,0.76704,0.07696777551901596,0.0010995396502716565,0.61523,0.562496,0.026189035306470362,0.0005997489001481761,0.209338,0.306816,0.011195312802765957,0.00039983260009878417,0.089488,0.204544,7.0686
34.4,-114.7,0.14,0.0011994978002963523,0.11,0.0011994978002963523,0.1,0.0011994978002963523,0.07506857066854673,0.0011994978002963523,0.600049,0.613632,0.05497698251358282,0.0008996233502222644,0.43945,0.460224,0.015793387703901974,0.0004997907501234802,0.126242,0.25568,0.005497698251358282,0.0002998744500740881,0.043945,0.153408,5.049
35.3,-109.3,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.102272,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0
35.3,-110.2,0.2,0.0008996233502222644,0.16,0.0008996233502222644,0.14,0.0008996233502222644,0.11325258397798062,0.0008996233502222644,0.905267,0.460224,0.08396484602074467,0.0006997070501728723,0.67116,0.357952,0.02978752870735942,0.00039983260009878417,0.238102,0.204544,0.012994559503210486,0.0002998744500740881,0.10387,0.153408,7.7112
35.3,-111.1,0.31,0.0017992467004445288,0.24,0.0017992467004445288,0.22,0.0017992467004445288,0.18802128019645323,0.0017992467004445288,1.502919,0.920448,0.13814216333412993,0.0013994141003457446,1.104218,0.715904,0.057375978114175524,0.0008996233502222644,0.458626,0.460224,0.029387696107260636,0.0005997489001481761,0.234906,0.306816,12.68676
35.3,-112.0,0.31,0.001999163000493921,0.24,0.001999163000493921,0.22,0.001999163000493921,0.1868217823961569,0.001999163000493921,1.493331,1.02272,0.13734249813393234,0.0015993304003951367,1.097826,0.818176,0.056976145514076745,0.0009995815002469604,0.45543,0.51136,0.029087821657186548,0.0006997070501728723,0.232509,0.357952,12.61332
35.3,-112.9,0.28,0.002099121150518617,0.23,0.002099121150518617,0.2,0.002099121150518617,0.1716281435924031,0.002099121150518617,1.371883,1.073856,0.1263471016312158,0.0016992885504198327,1.009936,0.869312,0.05157840541274315,0.0009995815002469604,0.412284,0.51136,0.02498953750617401,0.0005997489001481761,0.19975,0.306816,11.60352
35.3,-113.8,0.27,0.0023989956005927046,0.22,0.0023989956005927046,0.19,0.0023989956005927046,0.16223207749008167,0.0023989956005927046,1.296777,1.227264,0.11944998927951177,0.0017992467004445288,0.954805,0.920448,0.0481798283119035,0.0009995815002469604,0.385118,0.51136,0.022390625605531914,0.0006997070501728723,0.178976,0.357952,10.9701
36.2,-111.1,0.06,0.0004997907501234802,0.05,0.0004997907501234802,0.04,0.0004997907501234802,0.026888742356643236,0.0004997907501234802,0.214931,0.25568,0.018492257754568767,0.0002998744500740881,0.147815,0.153408,0.0009995815002469604,0.00019991630004939209,0.00799,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,1.6983
36.2,-112.0,0.1,0.0009995815002469604,0.08,0.0009995815002469604,0.07,0.0009995815002469604,0.0529778195130889,0.0009995815002469604,0.42347,0.51136,0.03568505955881649,0.0006997070501728723,0.285243,0.357952,0.008496442752099164,0.00039983260009878417,0.067915,0.204544,0.0002998744500740881,0.00019991630004939209,0.002397,0.102272,3.27726
36.2,-112.9,0.15,0.0016992885504198327,0.12,0.0016992885504198327,0.1,0.0016992885504198327,0.08006647816978153,0.0016992885504198327,0.639999,0.869312,0.05937514111466945,0.0011994978002963523,0.474606,0.613632,0.01749267625432181,0.0006997070501728723,0.139825,0.357952,0.006597237901629939,0.00039983260009878417,0.052734,0.204544,5.45292
36.2,-113.8,0.16,0.0018992048504692248,0.13,0.0018992048504692248,0.12,0.0018992048504692248,0.08896275352197948,0.0018992048504692248,0.71111,0.971584,0.06637221161639817,0.0013994141003457446,0.530536,0.715904,0.020691337055112082,0.0007996652001975683,0.165393,0.409088,0.008496442752099164,0.0004997907501234802,0.067915,0.25568,6.09552
37.1,-111.1,0.1,0.0011994978002963523,0.08,0.0011994978002963523,0.07,0.0011994978002963523,0.056076522163854475,0.0011994978002963523,0.448239,0.613632,0.03848388775950798,0.0008996233502222644,0.307615,0.460224,0.009595982402370818,0.00039983260009878417,0.076704,0.204544,0.0009995815002469604,0.0002998744500740881,0.00799,0.153408,3.5343
32.6,-116.5,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0
32.6,-117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.6,-118.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,-114.7,0.0,0.00039983260009878417,0.0,0.00039983260009878417,0.0,0.00039983260009878417,0.0,0.00039983260009878417,0.0,0.204544,0.0,0.0002998744500740881,0.0,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0
33.5,-115.6,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0
33.5,-116.5,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0
33.5,-117.4,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0
33.5,-118.3,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,-119.2,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.5,-120.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.4,-115.6,0.12,0.0009995815002469604,0.09,0.0009995815002469604,0.08,0.0009995815002469604,0.061974053015311545,0.0009995815002469604,0.49538,0.51136,0.043581753410767476,0.0006997070501728723,0.348364,0.357952,0.011495187252840045,0.00039983260009878417,0.091885,0.204544,0.0023989956005927046,0.00019991630004939209,0.019176,0.102272,4.00248
34.4,-116.5,0.09,0.0006997070501728723,0.07,0.0006997070501728723,0.06,0.0006997070501728723,0.04578083271131079,0.0006997070501728723,0.365942,0.357952,0.03078711020760638,0.0004997907501234802,0.246092,0.25568,0.006397321601580547,0.0002998744500740881,0.051136,0.153408,0.0,0.00019991630004939209,0.0,0.102272,2.82744
34.4,-117.4,0.04,0.00039983260009878417,0.03,0.00039983260009878417,0.03,0.00039983260009878417,0.01859221590459346,0.00039983260009878417,0.148614,0.204544,0.012194894303012916,0.0002998744500740881,0.097478,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,1.11996
34.4,-118.3,0.03,0.00039983260009878417,0.03,0.00039983260009878417,0.02,0.00039983260009878417,0.013494350253333965,0.00039983260009878417,0.107865,0.204544,0.007996652001975683,0.0002998744500740881,0.06392,0.153408,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.7344
34.4,-119.2,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.0002998744500740881,0.0,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0
34.4,-120.1,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,9.995815002469604e-05,0.0,0.051136,0.0,0.0,0.0,0.0,0.0
35.3,-116.5,0.09,0.0007996652001975683,0.07,0.0007996652001975683,0.06,0.0007996652001975683,0.04728020496168123,0.0007996652001975683,0.377927,0.409088,0.03178669170785334,0.0005997489001481761,0.254082,0.306816,0.0068971123517040265,0.0002998744500740881,0.055131,0.153408,0.0,0.00019991630004939209,0.0,0.102272,2.91924
35.3,-117.4,0.04,0.00039983260009878417,0.03,0.00039983260009878417,0.03,0.00039983260009878417,0.016693011054124237,0.00039983260009878417,0.133433,0.204544,0.010695522052642476,0.0002998744500740881,0.085493,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,0.98226
35.3,-118.3,0.04,0.0004997907501234802,0.04,0.0004997907501234802,0.03,0.0004997907501234802,0.019791713704889816,0.0004997907501234802,0.158202,0.25568,0.013194475803259878,0.0002998744500740881,0.105468,0.153408,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,1.21176
35.3,-119.2,0.05,0.0004997907501234802,0.04,0.0004997907501234802,0.03,0.0004997907501234802,0.02229066745550722,0.0004997907501234802,0.178177,0.25568,0.015193638803753799,0.00039983260009878417,0.121448,0.204544,0.0,0.00019991630004939209,0.0,0.102272,0.0,9.995815002469604e-05,0.0,0.051136,1.39536
